ID Prospect,Nome do Prospect,Razão Social,CNPJ,Contato Principal,E-mail,Telefone,Cidade,Estado,CEP,Bairro,Rua,Complemento,País,Origem,Funil,Etapa do Funil,Responsável,Ativo,Enriquecido,Data de Enriquecimento,Data de Criação,Hora de Criação,Data de Atualização,Hora de Atualização,Data de Perda,Motivo de Perda,TAGS,Código Externo,ID Lista,Departamento,Atividade,Faturamento,Segmento,Nome Completo,Indique Ganhe
4199,Tasil Industria E Comercio Ltda,Tasil Industria E Comercio Ltda,11387483000145,Tasil Industria E Comercio Ltda,assessoria@contabiljvpp.com.br,(11) 2685-1404,FERRAZ DE VASCONCELOS,SP,08539000,JARDIM ALICE,AV PRESIDENTE TANCREDO DE ALMEIDA NEVES,ANEXO D,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,20/05/2026,14:24:26,20/05/2026,16:39:34,,,,,,,,,,,
3905,Mexa Bem Industria E Comercio De Plasticos Ltda,Mexa Bem Industria E Comercio De Plasticos Ltda,10782121000196,Mexa Bem Industria E Comercio De Plasticos Ltda,reinaldo@mexabem.com.br,(11) 5021-3738,SAO PAULO,SP,04320120,CIDADE VARGAS,RUA ITAGUARA,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/05/2026,16:42:25,20/05/2026,16:40:12,,,,,,,,,,,
3888,Le Creuset Do Brasil S/a,Le Creuset Do Brasil S/a,02926185000195,Le Creuset Do Brasil S/a,marcos.pinto@lecreuset.com,(11) 3198-8274,SAO PAULO,SP,05676120,CIDADE JARDIM,AV MAGALHAES DE CASTRO,CONJ 181 ANDAR 18,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/05/2026,16:03:49,20/05/2026,16:40:23,,,,,,,,,,,
3873,Cofari Ecommerce Ltda,Cofari Ecommerce Ltda,23208450000170,Cofari Ecommerce Ltda,contato@cofari.com.br,(47) 3309-4106,RODEIO,SC,89136000,CENTRO,AV PRESIDENTE KENNEDY,SALA 01 GALPAO01 05 E 06,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/05/2026,15:50:57,20/05/2026,16:40:28,,,,,,,,,,,
3870,Lolly Brasil Ltda,Lolly Brasil Ltda,62367032000187,Lolly Brasil Ltda,nfe@lollybaby.com.br,(19) 3492-8270,CAPIVARI,SP,13368000,DISTRITO INDUSTRIAL DE CAPIVARI - CORTE PRETO,AV DOUTOR SEBASTIAO ARMELIN,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/05/2026,15:49:51,20/05/2026,16:40:32,,,,,,,,,,,
3866,Tutti Baby Industria E Comercio De Artigos Infantis Ltda,Tutti Baby Industria E Comercio De Artigos Infantis Ltda,06981862000129,Tutti Baby Industria E Comercio De Artigos Infantis Ltda,simari@plasticoszanotti.com,(47) 3379-4081,MASSARANDUBA,SC,89108000,AREA INDUSTRIAL,ROD GUILHERME JENSEN,GALPAO01 SC 413 KM 13,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/05/2026,15:45:37,20/05/2026,16:49:14,,,,,,,,,,,
3792,Joao Enio Goularte,I9 Comercio De Plasticos Ltda,27877221000107,Joao Enio Goularte,contato@i9plast.com.br,(47) 3801-4500,JOINVILLE,SC,89.205-820,BOA VISTA,RUA GONCALVES DIAS,,,,Prospect,Enriquecido,Rayssa Karapeticov,,0,12/05/2026,12/05/2026,17:14:16,20/05/2026,16:52:53,,,,,,,,,,,
3790,I9 Comercio E Utilidades Ltda.,I9 Comercio E Utilidades Ltda.,51818653000113,I9 Comercio E Utilidades Ltda.,inove.representacoes@hotmail.com,(48) 9867-5243,IMBITUBA,SC,88780000,ARACATUBA,RUA ESPERANCA,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,12/05/2026,17:10:35,20/05/2026,16:53:30,,,,,,,,,,,
3728,Taura Inox Utensilios Domesticos Ltda,Taura Inox Utensilios Domesticos Ltda,01829475000158,Taura Inox Utensilios Domesticos Ltda,contato@taurainox.com.br,(54) 3228-3920,CAXIAS DO SUL,RS,95077080,SAO VIRGILIO,RUA MANOEL JESUS RIBEIRO,PAVLH 01,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,05/05/2026,15:56:30,20/05/2026,16:54:17,,,,,,,,,,,
3725,Lavinox Industria E Comercio De Acessorios Gourmet Ltda,Lavinox Industria E Comercio De Acessorios Gourmet Ltda,05650314000153,Lavinox Industria E Comercio De Acessorios Gourmet Ltda,claudio.lazorek@gmail.com,(46) 3572-1452,CRUZEIRO DO IGUACU,PR,85598000,ZONA RURAL,"RODOVIA PR 473, KM 67",,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,05/05/2026,15:55:38,20/05/2026,16:55:27,,,,,,,,,,,
3722,"L F Inox Industria, Comercio, Importacao E Exportacao Ltda","L F Inox Industria, Comercio, Importacao E Exportacao Ltda",01904695000107,"L F Inox Industria, Comercio, Importacao E Exportacao Ltda",polinox@lfinox.com.br,(92) 8131-6261,MANAUS,AM,69041080,TARUMA,RUA URAI,LOTE PARAISO TROPICAL,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,05/05/2026,15:54:19,20/05/2026,16:55:51,,,,,,,,,,,
3721,Madefer Inox Ltda,Madefer Inox Ltda,04752653000269,Madefer Inox Ltda,madeferinox@madeferinox.com.br,(48) 3532-1680,PRAIA GRANDE,SC,88990000,CENTRO,R EXPEDICIONARIO MIGUEL CARDOSO,PAVLH 2,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,05/05/2026,15:52:36,20/05/2026,17:00:15,,,WhatsappRayssa;fimzap,,,,,,,,
