ID Lead,Nome do Lead,Razão Social,CNPJ,Contato Principal,E-mail,Telefone,Cidade,Estado,CEP,Bairro,Complemento,Origem,Funil,Etapa do Funil,Status,Responsável,Data de Criação,Hora de Criação,Dias no Funil,Data de Perda,Motivo de Perda,ID Oportunidade,Status da Oportunidade,Data da Oportunidade,ID Cliente,Nome do Cliente,Razão Social Cliente,Data do Pedido,Valor do Pedido,TAGS,Código Externo,ID Lista,Atividade,Faturamento,Segmento,Nome Completo,Indique Ganhe
1815,Bertine & Duarte Sorveteria Ltda,Sorveteria Granpalatto Premium,35016688000182,Bertine & Duarte Sorveteria Ltda,kleginaldoduarte@hotmail.com,(16) 9391-2000,RIBEIRAO PRETO,SP,14026596,NOVA ALIANCA,LOJA COML 09,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,18/02/2025,16:14:42,473,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1818,Petinpack Industria De Plasticos Ltda,Petinpack Industria De Plasticos Ltda,31396606000111,Petinpack Industria De Plasticos Ltda,roberto.adm@inplavel.com.br,(47) 3439-5454,JOINVILLE,SC,89219630,ZONA INDUSTRIAL NORTE,SETOR C,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,18/02/2025,16:16:50,473,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1822,W & W Fibras Ltda,Fibrarte Ind E Com De Fiberglas,82309543000150,W & W Fibras Ltda,,(43) 3322-4446,LONDRINA,PR,86079050,PAULISTA,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,18/02/2025,16:27:39,473,,,,,,,,,,,,,,,,,,
1826,Fibromax Com E Industria Ltda,Fibromax,19242723000125,Fibromax Com E Industria Ltda,diegogalvao@fibromax.com.br,(61) 3624-1215,VALPARAISO DE GOIAS,GO,72871155,JARDIM CEU AZUL,LOTE 24B QUADRA104,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,18/02/2025,16:28:20,473,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1829,Alibra Ingredientes S.a.,Alibra,03645657000102,Alibra Ingredientes S.a.,contabil1@alibra.com.br,(19) 3716-8888,CAMPINAS,SP,13069310,TECHNO PARK,BLOCO D MOD D1 E B MOD B4,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,18/02/2025,16:30:05,473,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1832,Mohawk Revestimentos Bahia Ltda,Eliane Nordeste,13786785000111,Mohawk Revestimentos Bahia Ltda,contabilidade@mohawkbr.com,(71) 3493-4242,CAMACARI,BA,42800133,PONTO CERTO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,18/02/2025,16:32:30,473,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1838,Forno Paulista Ltda,Forno Paulista Ltda,03500636000190,Forno Paulista Ltda,contato@fornopaulista.com.br,(17) 3343-2677,BEBEDOURO,SP,14706026,JARDIM CANADA,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,18/02/2025,16:34:32,473,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1841,Disploki Distribuicao Comercio E Representacoes Ltda,Disploki Distribuicao Comercio E Representacoes Ltda,55721559000100,Disploki Distribuicao Comercio E Representacoes Ltda,diogo@disploki.com.br,(11) 3318-4619,BARUERI,SP,06455000,ALPHAVILLE INDUSTRIAL,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,18/02/2025,16:39:41,473,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1846,Mbset Industrial Ltda,Mbset,02034206000168,Mbset Industrial Ltda,fiscal@prolam.com.br,(11) 4506-9998,SAO PAULO,SP,05065110,LAPA DE BAIXO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,18/02/2025,16:42:46,473,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1854,Win Participacoes E Empreendimentos Ltda.,Cia Premium,14457234000177,Win Participacoes E Empreendimentos Ltda.,contador.jaugusto@gmail.com,(69) 9902-3035,PORTO VELHO,RO,76828668,JARDIM SANTANA,SALA A,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,18/02/2025,16:45:27,473,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1889,anelise,anelise,,anelise,aneliseschmitt93@gmail.com,47997158099,,,,,,Feiras,Inbound,Novos Leads,Perdido,Paulo Souza,26/02/2025,13:18:53,496,26/02/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,Feiras,,,,,,,
1893,Contato Teste,Contato Teste,,Contato Teste,emailteste200@teste.com,111111111111111111111,Campinas,,,,,Feiras,Inbound,Novos Leads,Em andamento,Paulo Souza,28/02/2025,15:04:49,494,,,,,,,,,,,,,,,,,,
1906,Patrick da silva americo,,,Patrick da silva americo,patrickamerico88@yahoo.com.br,(19) 99358-6552,São Carlos,,,,,Site,Inbound,Novos Leads,Perdido,Damián Muñoz,15/03/2025,21:48:59,479,17/03/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,Contato,,,,,,,
1907,Rodrigo,,,Rodrigo,rodrigovaquerosilva@gmail.com,(17) 99734-7687,Jales,,,,,Site,Fluxo Padrão,Conectados Com Interesse (MQL),Ganho,Paulo Souza,16/03/2025,10:54:42,477,,,293,Perdido,17/03/2025,,,,,,Contato,,,,,,,
1911,Vinicius Guedes,,,Vinicius Guedes,comercial@anteciparapido.com.br,(12) 99605-8900,São Paulo,,,,,Site,Inbound,Novos Leads,Perdido,Paulo Souza,17/03/2025,16:33:58,477,21/03/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,Solicita demo,,,,,,,
1917,Pedro,Avec,03259185000141,Pedro,avec@aveccampinas.com.br,(19) 3728-2200,,,,,,Outbound,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,21/03/2025,08:57:50,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1919,Dayane,,,Dayane,dayane.tecelagemcastilho@gmail.com,(62) 99360-9476,Goiânia,,,,,Site,Fluxo Padrão,Conectados Com Interesse (MQL),Ganho,Junior Lopes,24/03/2025,14:36:53,469,,,303,Ganho,25/03/2025,,,,,,Solicita demo,,,,,,,
1920,Júlio,Júlio,,Júlio,bruno.silva@guaranisistemas.com,11947949568,,,,,,Indicação,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Paulo Souza,26/03/2025,09:19:46,468,26/03/2025,Direcionado para oportunidade,,,,,,,,,,,,,,,,
1921,Júlio,,,Júlio,brunorsilva1901@hotmail.com,,Brasília,,,,,Indicação,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Paulo Souza,26/03/2025,09:19:52,468,27/03/2025,Contato já é cliente com dúvida / direcionado ao suporte,,,,,,,,,REP+;Opens,,,,,,,Júlio Suporte
1929,Lucas,CHTECH,,Lucas,comercial@chtech.com.br,(12) 98113-4454,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,27/03/2025,08:24:41,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,,,,,,
1930,Helen,Lila Home,,Helen,,(11) 98074-6314,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,27/03/2025,08:33:40,334,,,,,,,,,,,NUTRIR;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1932,Regeane,Plast.co,,Regeane,,(11) 3013-1300,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,27/03/2025,08:46:44,300,,,,,,,,,,,NUTRIR;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1933,Tiago,Cascavel Importadora,,Tiago,,(45) 99103-2451,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,27/03/2025,08:50:43,300,,,,,,,,,,,,,,,,,,
1934,Brenda,GP6 UD,,Brenda,,(11) 94010-0194,,,,,,Feiras,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Paulo Souza,27/03/2025,08:57:32,300,10/09/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,,,,,,,,
1935,Alberto,Jolly,,Alberto,,(11) 99606-5245,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,27/03/2025,09:19:10,300,,,,,,,,,,,,,,,,,,
1936,Wilson,Onyx,,Wilson,,(11) 97668-5331,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,27/03/2025,09:20:30,300,,,,,,,,,,,,,,,,,,
1937,Julia,Giplas,,Julia,,(47) 3331-0922,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,27/03/2025,09:25:40,300,,,,,,,,,,,,,,,,,,
1938,Paulo,Plasmont,,Paulo,,(19) 3893-5888,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,27/03/2025,09:28:11,300,,,,,,,,,,,,,,,,,,
1939,Marcos,Forma Utilidades,,Marcos,,(54) 99711-1967,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,27/03/2025,09:29:02,300,,,,,,,,,,,,,,,,,,
1940,Francielle,NeoFlam,,Francielle,,(11) 94114-1123,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,27/03/2025,09:29:41,300,,,,,,,,,,,,,,,,,,
1944,Marcos,Styroform,01787082000129,Marcos,contato@styroform.com.br,(11) 99755-7094,,,,,,Indicação,Fluxo Padrão,Qualificação,Ganho,Paulo Souza,27/03/2025,15:58:35,467,,,313,Perdido,27/03/2025,,,,,,,,,,,,,
1945,Vanderlei da Silva,Brasil Embalagens,,Vanderlei da Silva,vendas@brasilembalagens.com.br,(47) 3328-2144,,,,,,,Fluxo Padrão,Qualificação,Perdido,Paulo Souza,27/03/2025,16:03:26,467,27/03/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,,,,,,,,
1946,Marco,Marcolar,,Marco,marco@marcolar.com.br,,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,27/03/2025,17:20:12,334,,,,,,,,,,,FimEmailOutbound;TAG1SEM;Feiras,,,,,,,
1947,Ana paula,Util MIl,,Ana paula,,(54) 3227-3311,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,27/03/2025,17:21:46,397,,,,,,,,,,,NUTRIR;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
1960,Priscila Raposo,Priscilla Decoração,,Priscila Raposo,,(24) 98808-7910,,,,,,Inbound Opens,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Paulo Souza,31/03/2025,14:09:49,463,31/03/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,,,,,,,,
1964,Fábio Molina da Silva,,,Fábio Molina da Silva,fabio@dep.ufscar.br,(16) 99207-7829,São Carlos,,,,,Site,Fluxo Padrão,Qualificação,Perdido,Paulo Souza,31/03/2025,18:16:34,462,08/04/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,Solicita demo,,,,,,,
1966,Braz Urbino,Braz Urbino,,Braz Urbino,,(16) 99760-1291,,,,,,Inbound Opens,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Paulo Souza,01/04/2025,09:48:54,462,01/04/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,REP+,,,,,,,
1971,Janaina Hidalgo,Janaina Hidalgo,,Janaina Hidalgo,,(11) 91069-5515,,,,,,Inbound Opens,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Paulo Souza,01/04/2025,17:23:05,462,08/04/2025,Direcionado para oportunidade,,,,,,,,,,,,,,,,
1972,Newton , Casa do Agricultor,,Newton ,,(35) 99774-6393,,,,,,Inbound Opens,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Paulo Souza,01/04/2025,17:32:44,462,01/04/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,,,,,,,,
1986,Gabrielle,,,Gabrielle,gabi.bertoni@outlook.com,(11) 96888-0138,São Paulo,,,,,Site,Fluxo Padrão,Conectados Com Interesse (MQL),Ganho,Paulo Souza,10/04/2025,10:52:44,453,,,360,Perdido,28/04/2025,,,,,,Solicita demo,,,,,,,
2005,adriana,,47910708000143,adriana,fusibras@fusibras.com.br,(11) 2602-1051,São Paulo,,,,,Site,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Paulo Souza,23/04/2025,09:53:39,438,10/06/2025,Não quer mudar a solução atual ,,,,,,,,,Solicita demo,,,,,,,
2008,Cassio,,,Cassio,ngcassio@gmail.com,(22) 99967-1888,Nova Friburgo,,,,,Site,Fluxo Padrão,Conectados Com Interesse (MQL),Ganho,Junior Lopes,28/04/2025,10:51:42,435,,,358,Perdido,28/04/2025,,,,,,Solicita demo,,,,,,,
2023,Ronaldo Carvalho,,,Ronaldo Carvalho,ronaldo.xpert@gmail.com,(11) 98578-1894,São Paulo,,,,,Site,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Paulo Souza,07/05/2025,16:24:55,424,10/06/2025,Não quer mudar a solução atual ,,,,,,,,,Solicita demo,,,,,,,
2035,THIAGO ROSSANO MONTEIRO,,,THIAGO ROSSANO MONTEIRO,thiago.rossano@gmail.com,(21) 97279-2248,Rio de Janeiro,,,,,Site,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Paulo Souza,13/05/2025,16:58:22,419,25/06/2025,Fora do segmento atendido,,,,,,,,,Solicita demo,,,,,,,
2050,Teste Damian,Teste Damian,,Teste Damian,testedamian@testedamian.com,16997001192,Brasília,,,,,Inbound,Inbound,Novos Leads,Em andamento,Paulo Souza,20/05/2025,13:40:32,413,,,,,,,,,,,,,,,,,,
2051,teste-damian2,teste-damian2,,teste-damian2,teste33@gmail.com,16997001192,Brasília,,,,,Inbound,Inbound,Novos Leads,Em andamento,Paulo Souza,20/05/2025,13:52:24,413,,,,,,,,,,,,,,,,,,
2058,Tiago de Abreu,,,Tiago de Abreu,ti@dgbcomex.com.br,(19) 99455-9836,Santa Bárbara d'Oeste,,,,,Site,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Rayssa Karapeticov,23/05/2025,15:32:04,403,06/06/2025,Nossa solução não atende,,,,,,,,,Solicita demo,,,,,,,
2077,Marcelly,99 TOYS,37934413000153,Marcelly,pedidos@99.toys,(11) 99915-3640,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,29/05/2025,09:39:26,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,,,,,,
2079,Fábio Rodrigues,Alop Aromas,,Fábio Rodrigues,comercial@alop.com.br,(11) 98827-5622,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,29/05/2025,09:52:27,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,,,,,,
2080,Divino Carvalho,Divino Carvalho,,Divino Carvalho,comercial@dvidros.com.br,31992324071,Ipatinga,,,,,Inbound,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Rayssa Karapeticov,29/05/2025,10:28:30,403,25/06/2025,Não é o momento certo,,,,,,,,,b2bwebinar,,,,,,,
2081,Catharina Tomé,CINTHYA ALUMINIOS,19769972000173,Catharina Tomé,financeirodistribuidoracinthya@gmail.com,(85) 9775-0047,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,29/05/2025,10:32:20,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,,,,,,
2086,Andressa - Vendas,ALVINI PLASTICOS,27901570000109,Andressa - Vendas,comercial@alviniplasticos.com.br,(19) 99678-6110,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,29/05/2025,11:04:13,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,,,,,,
2088,Bellagio,Bellagio Importadora,10202209000191,Bellagio,comercial@bellagioimportadora.com.br,(47) 9266-7206,,,,,,Feiras,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,29/05/2025,11:15:51,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,,,,,,
2091,Industria De Aluminios Eirilar S/a,Industria De Aluminios Eirilar S/a,49021009000178,FABIANO GALEGO DIAS,fabiano@eirilar.com.br,(17) 99137-2610,TANABI,SP,15170000,DISTR.INDUSTRIAL II,"KM 474,5",Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,29/05/2025,11:58:21,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,240,,,,,
2084,Alvini Plasticos Industria E Comercio Ltda,Alvini Plasticos,27901570000109,Alvini Plasticos Industria E Comercio Ltda,contabilidade@jzonline.com.br,(19) 3839-9114,PEDREIRA,SP,13920000,SANTA TEREZA,PAVLH 670 E 700,Base de empresas Leads2b,Fluxo Padrão,Qualificação,Perdido,Débora Duarte,29/05/2025,11:59:06,404,29/05/2025,"Erro na construção da lista (ICP, Persona, Contatos)",,,,,,,,,Feiras,,239,,,,,
2095,Ampeplast - Artefatos Plasticos Ltda,Ampeplast,03926512000171,Ampeplast - Artefatos Plasticos Ltda,ampeplast@ampeplast.com.br,(51) 3051-1711,CANOAS,RS,92200150,RIO BRANCO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,29/05/2025,12:07:30,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,241,,,,,
2099,Lumar Industria E Comercio De Plasticos Ltda,Plasticos Lumar,08208505000158,Lumar Industria E Comercio De Plasticos Ltda,lummarplasticos.gestao@gmail.com,(85) 3253-7441,MARACANAU,CE,61906055,JENIPAPEIRO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,29/05/2025,14:21:15,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,242,,,,,
2101,Fernando Balbo,Fernando Balbo,31507103000176,Fernando Balbo,comercial@casamiga.com.br,18997715980,Assis,,,,,Inbound,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Junior Lopes,29/05/2025,14:38:22,403,25/06/2025,Fora do segmento atendido,,,,,,,,,b2bwebinar,,,,,,,
2103,Mademaster Industria De Moveis E Artefatos De Madeira Ltda,Mademaster Industria De Moveis E Artefatos De Madeira Ltda,20288860000180,Mademaster Industria De Moveis E Artefatos De Madeira Ltda,contato@mademaster.com.br  ,(81) 3724-3796,CARUARU,PE,55045060,DISTRITO INDUSTRIAL,ALTO DO MOURA,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,29/05/2025,15:01:05,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,243,,,,,
2107,Carlos Alberto Kuehl  ,Maral Industria E Comercio De Brinquedos Ltda,10469551000152,Carlos Alberto Kuehl  ,contato@maral.ind.br,(47) 99109-8717,POMERODE,SC,89.107-000,TESTO ALTO,,Base de empresas Leads2b,Fluxo Padrão,Conectados Com Interesse (MQL),Ganho,Rayssa Karapeticov,29/05/2025,15:18:19,179,,,768,Perdido,09/01/2026,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,244,,,,,
2112,Dayana ,Marilu Industria E Comercio Ltda.,62227301000100,Dayana ,consultoriacomercial@marilu.com.br,(11) 91037-7664,VARGEM GRANDE PAULISTA,SP,06742048,CHACARA BELVERDE,ANEXO 300/340,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,29/05/2025,15:37:21,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,245,,,,,
2115,Merconplas Industrial De Plasticos Comercio Ltda,Merconplas Industrial De Plasticos Comercio Ltda,40917346000173,Merconplas Industrial De Plasticos Comercio Ltda,contato@merconplas.com.br,(82) 3482-5900,ARAPIRACA,AL,57316355,NOVA ESPERANCA,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,29/05/2025,16:10:05,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,246,,,,,
2119,Jhenifer,Pollymer,01978934000165,Jhenifer,vendas2@pollymer.com.br,(51) 8300-1369,ALVORADA,RS,94834660,DISTRIT INDL SOLIDAO,,Base de empresas Leads2b,Fluxo Padrão,Qualificação,Perdido,Débora Duarte,29/05/2025,17:04:31,404,30/05/2025,Nossa solução não atende,,,,,,,,,Feiras,,247,,,,,
2121,Planeta Brinquedos Industria E Comercio Ltda,Planetoys,34906777000131,Planeta Brinquedos Industria E Comercio Ltda,planetoys@planetoys.com.br,(31) 8417-4715,BELO HORIZONTE,MG,31255080,SAO FRANCISCO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,29/05/2025,17:25:25,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,248,,,,,
2123,Aluminio Roque Ltda,Aluminio Roque,35213479000129,Aluminio Roque Ltda,,(88) 8161-5024,CRATO,CE,63132022,MURITI,A KM 02,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,30/05/2025,08:46:28,300,,,,,,,,,,,Feiras,,249,,,,,
2125,Monica,Stellar Imports,52884010000130,Monica,null,(11) 99152-3764,ITAJAI,SC,88305610,BARRA DO RIO,BOX 20,Base de empresas Leads2b,Fluxo Padrão,Qualificação,Perdido,Débora Duarte,30/05/2025,09:07:22,403,30/05/2025,Contato já é cliente com dúvida / direcionado ao suporte,,,,,,,,,Feiras,,250,,,,,
2128,Cristiane,Tilin Brinquedos,62596911000180,Cristiane,cristiane@tilin.com.br,(11) 4193-8464,BARUERI,SP,06460055,CENTRO EMPRESARIAL TAMBORE,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,30/05/2025,09:20:51,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,251,,,,,
2134,Tritec Industrial De Plasticos Ltda,Tritec Industrial Ltda,11490214000100,Tritec Industrial De Plasticos Ltda,fiscal@tritec.ind.br,(47) 3275-8800,JARAGUA DO SUL,SC,89260487,BARRA DO RIO CERRO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,30/05/2025,10:37:52,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,252,,,,,
2139,João Paulo Alves ,Vasap Design,06271056000167,João Paulo Alves ,null,(62) 98533-0994,APARECIDA DE GOIANIA,GO,74993430,DISTRITO AGROINDUSTRIAL DE APARECIDA DE GOIANIA,QUADRA018 LOTE 001E,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,30/05/2025,11:09:27,300,,,,,,,,,,,Feiras,,253,,,,,
2141,Tainã,Atacadão das Tripas,27898532000144,Tainã,atacadaodastripasfinanceiro@hotmail.com,(14) 99811-7753,Tupã,SP,17601-020,Centro,,Inbound Opens,Inbound,Novos Leads,Ganho,Débora Duarte,30/05/2025,11:42:49,403,,,422,Perdido,02/06/2025,,,,,,,,,,,,,
2146,Mev Glass,Mev Glass,37450458000152,Mev Glass,comercial2@mevglass.com.br,(11) 3973-7800,SAO PAULO,SP,02169000,JARDIM ANDARAI,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,30/05/2025,14:24:01,342,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Feiras,,254,,,,,
2149,A S Genaro Ltda,Fabrica De Quadros Genaro,20072110000176,TALITA MARTINS DE GENARO,null,(12) 99747-4885,POTIM,SP,12525000,CENTRO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,30/05/2025,15:24:31,48,,,,,,,,,,,WhatsappRayssa,,255,,,,,
2153,L C Gress Ltda,Plasticos Gress,42776314000120,LEO CARTAXO GRESS,null,(85) 8732-0156,EUSEBIO,CE,61760000,AUTODROMO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,30/05/2025,15:41:55,48,,,,,,,,,,,WhatsappRayssa,,256,,,,,
2155,Ana Flávia - Financeiro,Aluminio J.r. Limitada,25281114000188,FABRICIO FREITAS FONSECA SOUSA,null,(37) 9134-0160,DIVINOPOLIS,MG,35502286,C INDL CEL JOV RAB,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,30/05/2025,15:59:14,48,,,,,,,,,,,WhatsappRayssa,,257,,,,,
2158,Plastex,Plastex Ltda,05889784000174,Plastex,comercial@plastexpb.com.br,(83) 3218-8055,JOAO PESSOA,PB,58082005,DISTRITO INDUSTRIAL,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,30/05/2025,16:26:26,48,,,,,,,,,,,WhatsappRayssa,,258,,,,,
2162,Lenira,Icasa Plasticos,27042066000109,Lenira,vendas@icasaplasticos.com.br,(81) 9789-0219,GRAVATA,PE,55645000,ALPES SUICOS,GALPAO,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,30/05/2025,16:41:34,48,,,,,,,,,,,WhatsappRayssa,,259,,,,,
2164,Tenedo Artefatos De Aluminio Ltda,Tenedo Aluminio,11219720000169,Tenedo Artefatos De Aluminio Ltda,aluminiotenedo@gmail.com,(83) 9932-0068,CATOLE DO ROCHA,PB,58884000,CENTRO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,30/05/2025,17:21:28,48,,,,,,,,,,,WhatsappRayssa,,260,,,,,
2167,,Montey Plastic,13870357000172,ALBERTO SOUZA MONTEIRO JUNIOR,null,(71) 99126-8949,SAO GONCALO DOS CAMPOS,BA,44330000,CIS NUCLEO SAO GONCALO,PARCELA 05 QUADRAO,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,30/05/2025,17:28:53,48,,,,,,,,,,,WhatsappRayssa,,261,,,,,
